EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,END_DATE,END_TIME,EVENT_NARRATIVE,EPISODE_NARRATIVE
918078,BEAUREGARD (ZONE), ,44069,1800,Hurricane,0,0,1000000000,0,LA,CST-6,152321,Z,30,LCH,0,2,NWS Storm Survey,44070,1000,There was a voluntary evacuation for the parish. Numerous trees power lines and power poles were blown down across the parish. Homes and businesses were damaged from fallen trees or from wind. All of the parish was without power immediately after the storm. Two indirect deaths due to heat related stress. Wind gusts ranged from 110 to 130 mph.,A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918079,VERNON (ZONE), ,44069,1900,Hurricane,1,0,900000000,0,LA,CST-6,152321,Z,27,LCH,0,0,NWS Employee,44070,1100,"Numerous trees power lines and poles were blown down across the parish. Homes and businesses were damaged from fallen trees, or from the winds. All of the parish was without power immediately after the storm. A 14-year-old female died from a fallen tree. Wind gusts ranged from 100 to 120 mph.",A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918077,JEFFERSON DAVIS (ZONE), ,44069,1500,Hurricane,0,0,800000000,0,LA,CST-6,152321,Z,42,LCH,0,0,NWS Storm Survey,44070,900,There was a voluntary evacuation from the parish. Numerous trees and power lines and poles were blown down across the parish. Homes and businesses were damaged from fallen trees or from wind. All of the parish was without power immediately after the storm. Wind gusts ranged from 80 to 120 mph.,A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918083,RAPIDES (ZONE), ,44069,1900,Hurricane,0,0,500000000,0,LA,CST-6,152321,Z,28,LCH,0,3,Broadcast Media,44070,1100,"Numerous trees power lines and poles were blown down across the parish. Homes and businesses were damaged from fallen trees, or from the winds. All of the parish was without power immediately after the storm. One indirect death was due to clean up after the storm and two indirect deaths were due to heat related stress. Wind gusts ranged from 65 to 105 mph.",A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918080,ALLEN (ZONE), ,44069,1600,Hurricane,1,0,400000000,0,LA,CST-6,152321,Z,31,LCH,0,2,Public,44070,1000,There was a voluntary evacuation from the parish. Numerous trees and power lines were blown down across the parish. Homes and businesses were damaged from fallen trees or wind. All of the parish was without power immediately after the storm. A 64-year-old female died from a fallen tree. Two persons died from carbon monoxide poisoning (indirect deaths). Wind gusts ranged from 80 to 120 mph.,A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
917454,EAST CAMERON (ZONE), ,44069,1400,Hurricane,0,0,300000000,0,LA,CST-6,152321,Z,74,LCH,0,0,NWS Storm Survey,44070,800,There was a mandatory evacuation for the parish. Many trees and most power lines were blown down across the parish. All of the parish was without power and water immediately after the storm. Homes and businesses were damaged from trees falling on them or from the winds. Property south of the Intracoastal Waterway was flooded or destroyed by storm surge. The storm surge at Rutherford Beach and Creole was approximately 21 feet NAVD88 and dropped rapidly westward. The surge at Cameron was 9.19 MHHW. Wind gusts generally ranged from 90 to 150 mph across eastern Cameron Parish.,A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918105,JEFFERSON (ZONE), ,44069,1800,Hurricane,0,0,220000000,0,TX,CST-6,152434,Z,215,LCH,18,5,NWS Storm Survey,44070,600,"Mandatory evacuation. Storm surge flooded Sabine Pass and backed up area waterways including the Neches River, Hillebrandt Bayou, and Taylor Bayou. Numerous trees and power lines blown down across Port Arthur, Port Neches, Beaumont, Nederland, and Groves. Homes and businesses were damaged by the fallen trees, lines, and poles. Over 60 percent of the county was without power during the peak of the storm. Five people died (indirect deaths) from carbon monoxide poisoning including three in Port Arthur from a generator running in an enclosed area. Another 18 persons were injured and treated for carbon monoxide poisoning (indirect injuries). Wind gusts ranged from 55 to 90 mph across the county. Storm surge reached 3.97 MHHW at Texas Point near Sabine Pass.","A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron, Louisiana at 1AM local time on the 27th. The west side of the category 4 hurricane impacted Southeast Texas as the centered moved north across west Louisiana and caused damages totaling roughly $1.95 Billion."
918076,VERMILION (ZONE), ,44069,1300,Hurricane,0,0,200000000,0,LA,CST-6,152321,Z,52,LCH,0,0,NWS Storm Survey,44070,800,There was a voluntary evacuation for the parish. Many trees and power lines were blown down across the parish. Homes and businesses were damaged by trees falling on them or the winds. Property south of the intracoastal waterway was flooded by the storm surge. Over 60 percent of the parish was without power immediately after the storm. Wind gusts ranged from 50 to 90 mph. Storm surge reached into the 8 to 12 feet range.,A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
917509,WEST CAMERON (ZONE), ,44069,1500,Hurricane,0,0,200000000,0,LA,CST-6,152321,Z,73,LCH,0,0,NWS Storm Survey,44070,800,"There was a mandatory evacuation for the parish. Many trees and most power lines were blown down across the parish. All of the parish was without power and water immediately after the storm. Homes and businesses were damaged from trees falling on them or from the winds. A wind gust of 152 MPH was recorded at a PWS in Holly Beach, however wind gusts generally ranged from 90 to 150 mph across western Cameron Parish. Storm surge reached a height of 9.19 MHHW at Cameron, but was 3.97 MHHW at Texas Point near Sabine Pass. This caused damage to Holly Beach, however surge damage was minimal to the west and produced mostly beach erosion.",A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918201,SOUTHERN NEWTON (ZONE), ,44069,1900,Hurricane,0,0,105000000,0,TX,CST-6,152434,Z,262,LCH,0,0,Public,44070,800,There was a mandatory evacuation for the county. Many trees and power line were blown down across the county. Homes and businesses were damaged from trees falling on them or wind. Over 60 percent of the county was without power immediately after the storm. Wind gusts ranged from 70 to 110 mph across the county.,"A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron, Louisiana at 1AM local time on the 27th. The west side of the category 4 hurricane impacted Southeast Texas as the centered moved north across west Louisiana and caused damages totaling roughly $1.95 Billion."
918202,NORTHERN NEWTON (ZONE), ,44069,1900,Hurricane,0,0,105000000,0,TX,CST-6,152434,Z,260,LCH,0,0,Public,44070,800,There was a mandatory evacuation for the county. Many trees and power line were blown down across the county. Homes and businesses were damaged from trees falling on them or wind. Over 60 percent of the county was without power immediately after the storm. Wind gusts ranged from 70 to 110 mph across the county.,"A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron, Louisiana at 1AM local time on the 27th. The west side of the category 4 hurricane impacted Southeast Texas as the centered moved north across west Louisiana and caused damages totaling roughly $1.95 Billion."
918081,ACADIA (ZONE), ,44069,1500,Hurricane,1,0,100000000,0,LA,CST-6,152321,Z,43,LCH,0,0,Broadcast Media,44070,900,"There was a voluntary evacuation for the parish. Numerous trees power lines and poles were blown down across the parish, with the western side seeing more and the eastern side seeing less. Homes and businesses were damaged from fallen trees or from wind. Low-lying areas around church point flooded from the heavy rains. Over 60 percent of the parish was without power immediately after the storm. A 68-year-old male died from a fallen tree. Wind gusts ranged from 60 to 80 mph.",A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918082,EVANGELINE (ZONE), ,44069,1600,Hurricane,0,0,100000000,0,LA,CST-6,152321,Z,32,LCH,0,0,Broadcast Media,44070,1000,There was a voluntary evacuation from the parish. Numerous trees and power lines were blown down across the parish. Homes and businesses were damaged by fallen trees or  wind. Over 60 percent of the parish was without power immediately after the storm. Wind gusts ranged from 60 to 90 mph.,A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron at 1AM local time on the 27th as the first category 4 hurricane to landfall in Southwest Louisiana and the strongest Louisiana hurricane since 1856. The highest storm surge to ever be recorded also occurred from Laura which was approximately 21 feet at Rutherford Beach and Creole. Damages totaled roughly $10.7 Billion and 27 fatalities occurred.
918204,NORTHERN JASPER (ZONE), ,44069,1900,Hurricane,0,0,70000000,0,TX,CST-6,152434,Z,259,LCH,0,0,Public,44070,800,There was a mandatory evacuation for the county. Many trees and power lines were blown down across the county. Homes and businesses were damaged from trees falling on them or wind. Over 40 percent of the county was without power immediately after the storm. Wind gusts ranged from 50 to 90 mph across the county.,"A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron, Louisiana at 1AM local time on the 27th. The west side of the category 4 hurricane impacted Southeast Texas as the centered moved north across west Louisiana and caused damages totaling roughly $1.95 Billion."
918203,SOUTHERN JASPER (ZONE), ,44069,1900,Hurricane,0,0,70000000,0,TX,CST-6,152434,Z,261,LCH,0,0,Public,44070,800,There was a mandatory evacuation for the county. Many trees and power lines were blown down across the county. Homes and businesses were damaged from trees falling on them or wind. Over 40 percent of the county was without power immediately after the storm. Wind gusts ranged from 50 to 90 mph across the county.,"A tropical wave emerged off of Africa during August 16 and then developed into a depression by the 20th. The system gradually became better organized as it passed across the Greater Antilles. It entered the Gulf of Mexico and became a hurricane on the 25th. Outer bands spread inland during the afternoon of the 26th and it made landfall at Cameron, Louisiana at 1AM local time on the 27th. The west side of the category 4 hurricane impacted Southeast Texas as the centered moved north across west Louisiana and caused damages totaling roughly $1.95 Billion."
913731,WILLACY (ZONE), ,44037,1315,Hurricane,0,0,142240000,34600000,TX,CST-6,150353,Z,254,BRO,0,0,Buoy,44037,2300,"Hurricane Hanna moved across the western Gulf of Mexico and made landfall on the mid-Kenedy County coastline at around 5 PM Central Time Saturday, July 25th, carrying sustained 90 mph winds with gusts over 100 mph in a small portion of the inner eye wall. While there aren't many observations in Willacy County during this event, Buoy RSJT2 is just off the coastline in the Laguna Madre just north of Willacy County and can be used as a reasonable proxy. Based on the proxy observations, sustained winds likely reached near hurricane force (71 mph).With observations from RSJT2, along with radar analysis, it is reasonable to assume that portions of Willacy County experienced hurricane-force winds around 14:30 CST to 16:30 CST. ||Substantial and widespread wind damage was noted in and near Raymondville.  A damage survey estimated wind gusts in Raymondville to have reached 75 to 80 mph during the period of eyewall passage, though strong tropical storm force gusts continued well into the evening and overnight of July 25/26 as the back side feeder bands continued to pummel the county from Raymondville to Lyford to Lasara and Sebastian. A peak gust of 80 mph was recorded in neighboring Hidalgo County, a few miles southwest of the Hidalgo/Willacy County line, at 1005 PM CST July 25. ||Damage included roof, shingle, and some wall damage to several dozen homes in Raymondville, as well as damage to farm buildings on the east side of town.  100 percent of the county was without power during the peak of the storm, due to dozens of snapped or leaning power poles and downed lines.  Thousands of trees/limbs were snapped and dozens uprooted. A stadium light stanchion was ripped out of the ground by an eddy wind at Raymondville High School. Similar but lesser damage was seen in Lyford and Sebastian, where peak winds may have been closer to tropical storm force.   Final individual assistance and insured property damage estimates for inland Willacy County were provided at the end of 2020 by NCEI. Local storm data experts partitioned the total damage estimate between the affected counties, and the portion for inland Willacy was $139.65 million. Public assistance damage estimates were $2.59 million. ||Sustained crop damage costs associated with these damaging winds is estimated to be 34.6 million - a combination of citrus and sugar cane.","Hurricane Hanna, the 2020 Atlantic season's first Hurricane, made landfall along the unpopulated Padre Island National Seashore on the mid-Kenedy County coastline as a Category 1 storm at around 5 PM Central Time Saturday, July 25th, carrying sustained 90 mph winds with gusts over 100 mph in a small portion of the inner eye wall. The hurricane spun slowly but steadily into southern Kenedy and northern Hidalgo County through just after midnight on the 26th, then through Starr County as a Tropical Storm before moving into Tamaulipas before daybreak and eventually near Monterrey, Nuevo Leon, by noon before dissipating during the evening of the 26th. Following the passage of the inner eye wall, broad feeder bands of torrential rains and gusty tropical storm force winds continued through the mid to late morning hours of July 26th, slowly migrating from east to west across the populated Rio Grande Valley. ||Other than storm surge flooding, which peaked just north of Baffin Bay on the Kleberg and Nueces County coast near Corpus Christi, Hanna's memory for the Rio Grande Valley will be flooding rainfall, power outages, and an array of damage to poorly constructed buildings, from minor roof damage to complete demolition.  Between 8 and 15 inches of rain fell from Port Mansfield to Harlingen, and along Interstate Highway 2 out through Mission and Sullivan City. The combination of high rainfall, locally high rainfall rates, and poor drainage left between 18 inches and four feet of water depth in many areas, most commonly from western Cameron through southeastern Hidalgo County, as well as a separate pocket in the Mission/La Joya/Sullivan City area. The rainfall wiped out 95% of the region's cotton crop; the combination of crop loss and production loss was more than one third of a billion dollars alone ($366 million)...most of which was in the Rio Grande Valley region.  ||At the peak of the storm, 250 thousand electric customers were without power, including all of Willacy County. Though storm surge was cut short by strong westerly flow across Cameron County, radiating swells did produce a notable surge of 3 feet or greater (estimated) from near Port Mansfield through Kenedy County. When the damage and economic loss is counted to infrastructure and agriculture combined, it is likely that Hanna cost at least one billion dollars across the Rio Grande Valley and the Deep S. Texas ranch country."
913730,COASTAL WILLACY (ZONE), ,44037,1315,Hurricane,0,0,59980000,0,TX,CST-6,150353,Z,256,BRO,0,0,Buoy,44037,2000,"Hurricane Hanna moved across the western Gulf of Mexico and made landfall on the mid-Kenedy County coastline at around 5 PM Central Time Saturday, July 25th, carrying sustained 90 mph winds with gusts over 100 mph in a small portion of the inner eye wall. While there aren't many observations in Willacy County during this event, Buoy RSJT2 is just off the coastline in the Laguna Madre just north of Willacy County and can be used as a reasonable proxy. Based on the proxy observations, sustained winds likely reached near hurricane force (71 mph). With observations from RSJT2, along with radar analysis, it is reasonable to assume that portions of Willacy County experienced hurricane-force winds around 14:30 CST to 16:30 CST. ||Damage surveys revealed significant property and flora damage in Port Mansfield. |Poorly built or poorly anchored structures sustained the heaviest damage, including several flipped recreational vehicles and several partially or totally destroyed mobile trailer homes.  Near Laguna Madre, all moderately constructed homes in one neighborhood had varying damage to roofs/shingles, fences, siding, and outbuildings.  A few boat garage doors were blown out along bayside entries.  Dozens of tree limbs were blown down and several uprooted, and at least a dozen power poles were snapped or leaning along SR 186 in and near Port Mansfield.||NCEI's new report as of the end of 2020, totaled Hanna as a 1.1 billion dollar damage event, so total property damage was updated in early 2021.  Public Assistance property damage estimates, mainly due to wind, were around $127.6 thousand, and NCEI's estimate (divided among the affected counties by local storm data experts) was $59.85 million for coastal Willacy County.","Hurricane Hanna, the 2020 Atlantic season's first Hurricane, made landfall along the unpopulated Padre Island National Seashore on the mid-Kenedy County coastline as a Category 1 storm at around 5 PM Central Time Saturday, July 25th, carrying sustained 90 mph winds with gusts over 100 mph in a small portion of the inner eye wall. The hurricane spun slowly but steadily into southern Kenedy and northern Hidalgo County through just after midnight on the 26th, then through Starr County as a Tropical Storm before moving into Tamaulipas before daybreak and eventually near Monterrey, Nuevo Leon, by noon before dissipating during the evening of the 26th. Following the passage of the inner eye wall, broad feeder bands of torrential rains and gusty tropical storm force winds continued through the mid to late morning hours of July 26th, slowly migrating from east to west across the populated Rio Grande Valley. ||Other than storm surge flooding, which peaked just north of Baffin Bay on the Kleberg and Nueces County coast near Corpus Christi, Hanna's memory for the Rio Grande Valley will be flooding rainfall, power outages, and an array of damage to poorly constructed buildings, from minor roof damage to complete demolition.  Between 8 and 15 inches of rain fell from Port Mansfield to Harlingen, and along Interstate Highway 2 out through Mission and Sullivan City. The combination of high rainfall, locally high rainfall rates, and poor drainage left between 18 inches and four feet of water depth in many areas, most commonly from western Cameron through southeastern Hidalgo County, as well as a separate pocket in the Mission/La Joya/Sullivan City area. The rainfall wiped out 95% of the region's cotton crop; the combination of crop loss and production loss was more than one third of a billion dollars alone ($366 million)...most of which was in the Rio Grande Valley region.  ||At the peak of the storm, 250 thousand electric customers were without power, including all of Willacy County. Though storm surge was cut short by strong westerly flow across Cameron County, radiating swells did produce a notable surge of 3 feet or greater (estimated) from near Port Mansfield through Kenedy County. When the damage and economic loss is counted to infrastructure and agriculture combined, it is likely that Hanna cost at least one billion dollars across the Rio Grande Valley and the Deep S. Texas ranch country."
912708,KLEBERG COUNTY ISLANDS (ZONE), ,44037,1400,Hurricane,0,0,50000,0,TX,CST-6,151466,Z,442,CRP,0,0,Mesonet,44037,1800,TCOON site at Baffin Bay along with radar data showed hurricane force gusts occurred in the afternoon.,"Hurricane Hanna was the first hurricane of the 2020 Atlantic Basin hurricane season and made landfall on the lower Texas coast north of Port Mansfield on the afternoon of the 25th. Hanna was the first hurricane to make landfall in Texas since Hurricane Harvey. ||Hanna began as a tropical wave, first noted for possible development when it was near Hispaniola on the 19th. The tropical wave moved northwest across Cuba into the central Gulf of Mexico where it became a tropical depression on the morning of the 22nd. Tropical Storm Hanna formed late in the evening on the 23rd as it moved west-northwest over the central Gulf of Mexico. Hanna continued to strengthen and became a hurricane on the morning of the 25th around 100 miles east of the Middle Texas coast. Hurricane Hanna turned to the southwest and made landfall over Kenedy County,  between Baffin Bay and Port Mansfield, late in the afternoon on the 25th with a peak intensity of 90 mph and a central pressure of 973 millibars.||Tropical storm force winds occurred along the Middle Texas coast into the eastern portions of the Brush Country from the afternoon of the 25th until the early morning hours of the 26th. Hurricane force gusts occurred over the coastal portion of Kleberg County during the afternoon of the 25th. ||Storm surge from Hanna affected the entire Middle Texas coast from the 25th until the 26th. Storm surge ranged from 1 to 3 feet above ground level for the coastal areas of Aransas, Calhoun, and Refugio Counties. Storm surge ranged from 2.5 to 4.5 feet above ground level for coastal areas of San Patricio, Nueces, and Kleberg Counties. ||The highest surge was at Bob Hall Pier with a reading of 5.48 feet mean higher high water. Storm surge damaged numerous piers and docks in Nueces and Corpus Christi Bays south to Baffin Bay. Storm surge damaged navigation markers in the Corpus Christi Ship Channel. Some parts of the Corpus Christi marina were damaged. Bob Hall Pier sustained significant damage with the t-head parts of the pier being destroyed. Damage from Hurricane Hanna was estimated to be around 54 million dollars.||Minor wind damage occurred across the Coastal Bend as tropical storm force winds caused power outages and minor tree damage. There were three tornadoes over the Coastal Bend associated with the outer bands of Hurricane Hanna. The three tornadoes were weak (EF0). The tornadoes affected the communities of Bonnie View, Pernitas Point, and Lagarto."
857401,EASTERN CURRITUCK (ZONE), ,43713,2300,Hurricane,0,0,100000,0,NC,EST-5,142899,Z,102,AKQ,0,0,Public,43714,1600,"Hurricane force wind gusts downed several power lines and trees, snapped power poles, produced some structural damage, and caused numerous power outages in the Knotts Island area. Wind gust of 76 knots was measured at Duck at 1124 am.",Hurricane Dorian tracking northeast along the North Carolina coast and just off the Virginia coast produced hurricane force wind gusts and associated wind damage across portions of coastal northeast North Carolina.
857402,WESTERN CURRITUCK (ZONE), ,43713,2300,Hurricane,0,0,50000,0,NC,EST-5,142899,Z,17,AKQ,0,0,Public,43714,1600,"Hurricane force wind gusts downed several power lines and trees, snapped power poles, produced some structural damage, and caused numerous power outages in the county. Shingles were blown off the roof of a house in (3 SE) Munden.",Hurricane Dorian tracking northeast along the North Carolina coast and just off the Virginia coast produced hurricane force wind gusts and associated wind damage across portions of coastal northeast North Carolina.
846623,ST. MARY (ZONE), ,43659,700,Hurricane,0,0,5000000,0,LA,CST-6,140637,Z,54,LCH,0,0,Emergency Manager,43660,1800,Saint Mary Parish saw widespread wind damage due to hurricane force wind gusts. Power outages were widespread and lasted for several days. Numerous trees and power lines were downed. Many homes and businesses saw wind damage. The highest wind gust recorded at Cypremort Point was 64 knots.,A mesoscale convective vortex interacted with a weak cold front over the the southeast states and northeast Gulf of Mexico. The surface low that developed moved southwest across the gulf then northwest into the south central Louisiana coast. The first tropical watches were issued July 10th from the National Hurricane Center and the center of minimal hurricane made landfall near Intracoastal City during the afternoon of the 13th. Storm surge from Barry peaked between 5 and 6 feet in and around Vermilion Bay. The center of Barry moved northwest across Southwest and West Louisiana in the following days where one band of heavy rain set up in Calcasieu and Beauregard Parishes producing significant flooding.
846625,IBERIA (ZONE), ,43659,500,Hurricane,0,0,1000000,0,LA,CST-6,140637,Z,53,LCH,0,0,Emergency Manager,43660,1800,"The hurricane made landfall on the 13th, however strong wind gusts continued into the 14th. Due to strong tropical storm force wind gusts numerous power outages were reported, and numerous trees were also downed across the parish. The hospital in New Iberia lost power and both generators during the hurricane and had to evacuate 60 patients in the middle of the storm. The Acadiana Regional Airport recorded a peak wind gust of 57 knots.",A mesoscale convective vortex interacted with a weak cold front over the the southeast states and northeast Gulf of Mexico. The surface low that developed moved southwest across the gulf then northwest into the south central Louisiana coast. The first tropical watches were issued July 10th from the National Hurricane Center and the center of minimal hurricane made landfall near Intracoastal City during the afternoon of the 13th. Storm surge from Barry peaked between 5 and 6 feet in and around Vermilion Bay. The center of Barry moved northwest across Southwest and West Louisiana in the following days where one band of heavy rain set up in Calcasieu and Beauregard Parishes producing significant flooding.
816107,NORTHERN MARIANAS (ZONE), ,43397,0,Hurricane,0,0,500000000,1000000,XX,GST10,136010,Z,5,GUM,0,0,Newspaper,43398,1200,"A tropical disturbance was noted just northwest of Kosrae on the morning of October 21 near 8N160E. By the morning of October 22 the system had become Tropical depression 31W and was 130 miles north-northwest of Pohnpei. 31W continued to intensify through the day and by the afternoon of the 22nd became Tropical Storm Yutu. Yutu continued to strengthen and became a typhoon on the afternoon of October |23rd. ||Yutu continued to intensify and on the afternoon of the 24th it became a Super Typhoon. A Super Typhoon is a Joint Typhoon Warning Center's designation placed on a system in the Western North Pacific if wind speeds in the typhoon equal or exceed 150 mph. At that time Yutu was less than 200 miles to the east of the Marianas.||The 20 mile wide eye of Super Typhoon Yutu crossed over Tinian between midnight and 4 a.m. on October 25th. Saipan is not too far away from Tinian and the southern part of the island had the destructive eye wall pass over it. The highest wind gust recorded on Saipan was 90 knots (104 mph) at 24/1444Z. Weather instruments on Tinian and Saipan  were either destroyed or damaged and this was most likely not the highest winds that occurred. Ground based storm assessment estimated maximum sustained winds were 170 mph with wind gust to 200 mph. A Saipan resident recorded a wind gust to 168 mph plus another anemometer had a peak wind of 133 mph. On Guam |Andersen AFB saw a gust to 50 knots  (58 mph) at 24/1554Z and 24/1603Z. Over  central Guam the National Weather Service Office observed a peak gust to 46 knots(53 mph) 24/1624.||Only 2.66 inches of rain was observed at the Saipan airport, but most likely was well below what actually fell. A University of Guam professor on Saipan had set up a rain gage and recorded 10 inches of rain fall.||						                        24	25||NWS Tiyan Guam				        	0.56	0.56|Geomag Observatory Rain Gage, Andersen AFB	0.86	0.62|Umatac Rain Gage at Umatac, Guam		        0.42	0.54|Almagosa Rain Gage nr Santa Rita		       0.72	0.58|Fena RG at Res.					               0.95	0.57|Windward Hills Rain Gage			               0.91	0.53|Dededo Rain Gage 				              0.56	1.00|Mt. Santa Rosa 					              0.62	0.88|||A 44 year old woman died after she sought shelter from the storm in an abandoned building in Chalan Kanoa Saipan. Strong winds caused the wall of the structure to fall on the lady. A second woman died on Saipan in Susupe. She was found dead in a building and died from carbon monoxide poisoning from a portable generator. 121 injuries were reported at least 1000 structures were damage or destroyed across the Commonwealth of the Northern Marianas. The power plant on both Tinian and Saipan were destroyed.",Super Typhoon Yutu passed through the Marianas October 24th to 25th. Yutu was classified as the second most powerful storm to hit the U.S.A.
